periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,033B-CD01b. Malaria (diagnosed) - Deaths,033B-AP02. Total OPD,033B-CD01a. Malaria (diagnosed)  - Cases,033B-MA01. Suspected Malaria (Fever),033B-TR08. RDT (Malaria) Tests,033B-TR01. ACT (Tablets),033B-MA02. Cases Tested with RDT,033B-MA03. RDT Positive Cases,033B-MA04. Cases Tested with Microscopy,033B-MA05. Microscopy Positive Cases
2022,2022,2022,,MOH - Uganda,West Nile,Terego District,Bileafe Subcounty,Nicu HC II,v2tWEdWlFN8,Nicu HC II,,,,3439.0,2352.0,3307.0,85508.0,668268.0,3306.0,2352.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Bunyangabu District,Kibiito Town Council,Nightingale HC II,CXKuwsSP3T2,Nightingale HC II,,,,510.0,88.0,359.0,243.0,2040.0,344.0,149.0,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Nansana Division,Nihal Medical Clinic,mGxIsKvBQdr,Nihal Medical Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,North Central,Buikwe District,Central Division (Njeru MC),Nile Breweries Company Clinic HC III,DQ0Pj4O6Bkq,Nile Breweries Company Clinic HC III,,,,2728.0,385.0,627.0,,,31.0,18.0,596.0,338.0
2022,2022,2022,,MOH - Uganda,Busoga,Jinja City,Central Division (Jinja MC),Nile Clinic,hcoloNLyQB7,Nile Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,North Central,Buikwe District,Central Division (Lugazi MC),Nile Clinic Lugazi,d0B6XdFKWFI,Nile Clinic Lugazi,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Busoga,Jinja City,Walukuba Masese Division,Nile International Hospital,Yi0ELKJkJS7,Nile International Hospital,,,,2327.0,,826.0,1195.0,3120.0,311.0,148.0,552.0,233.0
2022,2022,2022,,MOH - Uganda,West Nile,Moyo District,Moyo Town Council,Nile Medical Centre Clinic,dOatQ3gu3nG,Nile Medical Centre Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Nakawa Division,Nim Medical Centre HC II,ILbZE3uVFxn,Nim Medical Centre HC II,,,,197.0,51.0,98.0,136.0,3174.0,93.0,56.0,11.0,2.0
2022,2022,2022,,MOH - Uganda,North Central,Mubende District,Southern Division (Mubende MC),Nima Medical Center HC III,d9lfA1dtQSW,Nima Medical Center HC III,,,,179.0,16.0,23.0,74.0,,9.0,7.0,18.0,5.0
2022,2022,2022,,MOH - Uganda,Acholi,Kitgum District,Pandwong Division,Nimaro Medical Clinic,mrFe7PfavEW,Nimaro Medical Clinic,,,,742.0,259.0,440.0,3379.0,5617.0,373.0,174.0,64.0,31.0
2022,2022,2022,,MOH - Uganda,South Central,Mpigi District,Nkozi Subcounty,Nindye HC III,ZcC2OKgHUBc,Nindye HC III,,,,6570.0,822.0,2166.0,103975.0,1225301.0,1634.0,528.0,534.0,237.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Nisa Clinc HC II,GOAITcilVr6,Nisa Clinc HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Nissi Clinic HC II,JlORguivLGJ,Nissi Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Njeru Clinic (Kawempe) HC II,a44ThMBCFdi,Njeru Clinic (Kawempe) HC II,,,,169.0,101.0,156.0,109.0,547.0,151.0,85.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Njeru Clinic (Rubaga) HC II,ONt4TJmcw1L,Njeru Clinic (Rubaga) HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,North Central,Nakasongola District,Nakitoma Subcounty,Njeru HC II,Xks9aASahbX,Njeru HC II,,,,1688.0,557.0,1100.0,36921.0,727942.0,1100.0,579.0,,
2022,2022,2022,,MOH - Uganda,North Central,Buikwe District,Central Division (Njeru MC),Njeru Town Council HC III,OiuyBahpmGI,Njeru Town Council HC III,,,,26187.0,2597.0,7778.0,50800.0,3064500.0,7764.0,2593.0,15.0,5.0
2022,2022,2022,,MOH - Uganda,North Central,Luwero District,Wobulenzi Town Council,Njovu Medical Center HC III,bw1P79ZCDKF,Njovu Medical Center HC III,,,,6032.0,207.0,1247.0,11180.0,86695.0,42.0,9.0,1197.0,263.0
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Nabukalu Subcounty,Nkaiza HC II,UHlQWaIlqvU,Nkaiza HC II,,,,6756.0,4550.0,6471.0,49250.0,264240.0,7471.0,4919.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Nakawa Division,Nkambo Health Care HC II,wLJwnk1shg3,Nkambo Health Care HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,North Central,Mubende District,Kibalinga Subcounty,Nkandwa HC II,k9GSxASmkuD,Nkandwa HC II,,,,3146.0,1403.0,2458.0,34152.0,145699.0,2458.0,1306.0,,
2022,2022,2022,,MOH - Uganda,North Central,Buvuma District,Buvuma Bugaya Subcounty,Nkata HC II,WezVXLK01Ry,Nkata HC II,,,,2387.0,804.0,1875.0,92426.0,201856.0,1726.0,790.0,159.0,104.0
2022,2022,2022,,MOH - Uganda,Busoga,Buyende District,Nkondo Subcounty,"Nkdu Health Center, Iringa HC II",NH812X6ioSQ,"Nkdu Health Center, Iringa HC II",,,,1011.0,143.0,737.0,2159.0,11264.0,736.0,90.0,,
2022,2022,2022,,MOH - Uganda,South Central,Kyotera District,Kasaali Town Council,Nkenge HC II,DsCPAvIFVwD,Nkenge HC II,,,,7097.0,3704.0,5481.0,17825.0,517588.0,5481.0,3704.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Kasese District,Kitswamba Subcounty,Nkoko HC II,uIyvgXNXHmG,Nkoko HC II,,,,2522.0,1035.0,1986.0,47391.0,1887092.0,1986.0,1032.0,,
2022,2022,2022,,MOH - Uganda,North Central,Buikwe District,Nkokonjeru Town Council,Nkokonjeru HC II,aRZTDpzTYep,Nkokonjeru HC II,,,,1222.0,436.0,767.0,34675.0,176760.0,767.0,472.0,,
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Wabwoko-Kitimbwa Subcounty,Nkokonjeru HC III,MnlhBeOd2dx,Nkokonjeru HC III,,,,4424.0,2336.0,3574.0,26876.0,14074.0,2325.0,1432.0,1249.0,716.0
2022,2022,2022,,MOH - Uganda,North Central,Buikwe District,Nkokonjeru Town Council,Nkokonjeru Hospital,aFxXtxwMU7f,Nkokonjeru Hospital,,,,8101.0,423.0,1989.0,11295.0,1445702.0,317.0,109.0,1587.0,310.0
2022,2022,2022,,MOH - Uganda,Busoga,Bugweri District,Buyanga Subcounty (Bugweri District),Nkombe (Buyanga) HC II,kUonlvZyTBd,Nkombe (Buyanga) HC II,,,,5339.0,3283.0,4918.0,103190.0,409416.0,4918.0,3164.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Mayuge District,Imanyiro Subcounty,Nkombe (Imanyiro) HC III,akPhsrP77Ae,Nkombe (Imanyiro) HC III,,,,2611.0,1244.0,2067.0,28595.0,72342.0,2067.0,1071.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Buyende District,Nkondo Subcounty,Nkondo HC III,x3sV3Vm3jFW,Nkondo HC III,,,,15653.0,5423.0,11460.0,267472.0,1356073.0,11377.0,5294.0,96.0,52.0
2022,2022,2022,,MOH - Uganda,Tooro,Kamwenge District,Kamwenge Subcounty,Nkongoro HC II,HVF7bUyK9Oq,Nkongoro HC II,,,,5174.0,3785.0,4827.0,2842.0,2227.0,4827.0,3862.0,,
2022,2022,2022,,MOH - Uganda,South Central,Lwengo District,Kkingo Subcounty,Nkoni HC III,EBmWiWJFu2L,Nkoni HC III,,,,9497.0,1461.0,4387.0,19622.0,205963.0,3619.0,1134.0,756.0,330.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Kakumiro District,Nkooko Subcounty,Nkooko HC III,ZwTCkOzJUwa,Nkooko HC III,,,,6613.0,2757.0,5245.0,28510.0,633415.0,5228.0,2550.0,75.0,27.0
2022,2022,2022,,MOH - Uganda,Busoga,Buyende District,Irundu Subcounty,Nkoone HC II,QiVIw8ruYEs,Nkoone HC II,,,,3955.0,2602.0,3339.0,103220.0,213098.0,3339.0,2443.0,,
2022,2022,2022,,MOH - Uganda,South Central,Mpigi District,Kayabwe Town Council,Nkozi Hospital,vkpREtlXQxQ,Nkozi Hospital,,,,24118.0,312.0,4118.0,21663.0,185940.0,1176.0,25.0,2993.0,285.0
2022,2022,2022,,MOH - Uganda,South Central,Mpigi District,Nkozi Subcounty,Nkozi Prison HC II,E3rQ1edYpNL,Nkozi Prison HC II,,,,564.0,108.0,123.0,146.0,,93.0,36.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Kazo District,Nkungu Subcounty,Nkungu HC II,BuBuZ3iYluV,Nkungu HC II,,,,11260.0,6045.0,5599.0,43329.0,301968.0,5005.0,4169.0,594.0,424.0
2022,2022,2022,,MOH - Uganda,Kigezi,Kisoro District,Nyabwishenya Subcounty,Nkuringo Green Hill HC II,JZGlqJWtPvj,Nkuringo Green Hill HC II,,,,1602.0,50.0,206.0,357.0,3252.0,170.0,50.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Kabarole District,Ruteete Subcounty (Kabarole District),Nkuruba HC III,NPsUXWauJwy,Nkuruba HC III,,,,1402.0,528.0,1084.0,16431.0,129858.0,1066.0,531.0,19.0,11.0
2022,2022,2022,,MOH - Uganda,South Central,Masaka District,Kyanamukaaka Subcounty,Nkuuna Domicilliary Clinic,FFscoyk2SlD,Nkuuna Domicilliary Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Kizinda-Kigoma Town Council,Nn Clinic,vzhSzVp6ULX,Nn Clinic,,,,247.0,231.0,237.0,839.0,2670.0,237.0,91.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Nnyange Medical Centre HC II,KqD0EIFhABs,Nnyange Medical Centre HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Lango,Oyam District,Iceme Town Council,Noah'S Ark Drugshop,j7ZIpvW0o4R,Noah'S Ark Drugshop,,,,357.0,240.0,217.0,1505.0,1493.0,217.0,180.0,,
2022,2022,2022,,MOH - Uganda,North Central,Mukono District,Nama Subcounty,Noah's Ark HC III,dXEcBso8rQv,Noah's Ark HC III,,,,1663.0,454.0,129.0,2927.0,164580.0,12.0,2.0,105.0,53.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Kiryandongo District,Bweyale Town Council,Noah's Clinic,CWGr8jJ4Cfw,Noah's Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,West Nile,Pakwach District,Pakwach Town Council,Noah's Medical Clinic,aerv5mQOjdW,Noah's Medical Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Lango,Oyam District,Iceme Town Council,Noble Care Medical Drugshop,NJtfKRioU3C,Noble Care Medical Drugshop,,,,,14.0,,,,,,,
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Kakanju Subcounty,Nombe HC II,nHzEmzq98fZ,Nombe HC II,,,,4139.0,759.0,2059.0,127950.0,141515.0,2059.0,857.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Rukiga District,Rwamucucu Subcounty,Noozi HC II,e1yDQz1fohd,Noozi HC II,,,,4292.0,39.0,126.0,11517.0,200955.0,126.0,39.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Rukungiri District,Eastern Division (Rukungiri MC),North Kigezi HC IV,YQHYY7tXAcO,North Kigezi HC IV,,,,9731.0,176.0,3102.0,30399.0,76862.0,6.0,2.0,3499.0,312.0
2022,2022,2022,,MOH - Uganda,Bukedi,Tororo District,Malaba Town Council,North Star Alliance Wellness Center,y4zYqChRaAD,North Star Alliance Wellness Center,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Nortis Medical Centre HC II,kmdKk5UMBBI,Nortis Medical Centre HC II,,,,1461.0,199.0,817.0,676.0,830.0,25.0,3.0,788.0,218.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Central Division (Kampala CCA),Norvik Hospital,V1elCZIHIcR,Norvik Hospital,,,,76661.0,652.0,10783.0,23072.0,4890.0,6478.0,390.0,4783.0,273.0
2022,2022,2022,,MOH - Uganda,West Nile,Moyo District,Moyo Town Council,Norvis Medical Centre Clinic,fDG4tav7Yh1,Norvis Medical Centre Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Ankole,Isingiro District,Isingiro Town Council,Nowamaani HC II,GNLVWgvHuUz,Nowamaani HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Nrsl Health Care HC II,kQQt1VMIlA9,Nrsl Health Care HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Kajjansi Town Council,Nsaggu HC II,F1E6OZRWxDc,Nsaggu HC II,,,,1985.0,766.0,1962.0,9744.0,776054.0,1329.0,707.0,,
2022,2022,2022,,MOH - Uganda,North Central,Kiboga District,Lwamata Subcounty (Kiboga District),Nsala HC II,k2T4dghrYMm,Nsala HC II,,,,3154.0,1846.0,1942.0,35879.0,243768.0,1942.0,1409.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Bugweri District,Ibulanku Subcounty,Nsale HC II,ktWYA6M0nc1,Nsale HC II,,,,5191.0,3834.0,5069.0,94867.0,878446.0,5094.0,4123.0,,
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Nazigo Subcounty,Nsambya General (Kayunga) Clinic,Bgx22t6hCrm,Nsambya General (Kayunga) Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Nsambya Home Care Clinic,isXZREUsgiH,Nsambya Home Care Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Nsambya Police HC IV,nBjhoOrem20,Nsambya Police HC IV,,,,21556.0,1692.0,5608.0,108439.0,649376.0,6780.0,1222.0,8.0,
2022,2022,2022,,MOH - Uganda,South Central,Mpigi District,Mpigi Town Council,Nsamu/Kyali HC III,aPw8BIgtIDF,Nsamu/Kyali HC III,,,,4685.0,955.0,2639.0,36200.0,365590.0,2639.0,994.0,2.0,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Kyengera Town Council,Nsangi Community Medical Centre HC III,uXEUtUujD3H,Nsangi Community Medical Centre HC III,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Kyengera Town Council,Nsangi HC III,aFlGqyWRQfr,Nsangi HC III,,,,10809.0,561.0,2457.0,,25.0,1887.0,423.0,541.0,245.0
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Buluguyi Subcounty,Nsango HC II,mOP9sRWUKfh,Nsango HC II,,,,4548.0,2176.0,3637.0,86385.0,560310.0,3639.0,2295.0,,
2022,2022,2022,,MOH - Uganda,North Central,Luwero District,Makulubita Subcounty,Nsanvu HC II,QwKtJKWbS0E,Nsanvu HC II,,,,4108.0,2308.0,3154.0,41019.0,191610.0,3154.0,2301.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Ibanda District,Bufunda Division,Nsasi HC II,L2AawSLvQy5,Nsasi HC II,,,,1898.0,807.0,617.0,10875.0,490155.0,617.0,327.0,,
2022,2022,2022,,MOH - Uganda,North Central,Luwero District,Katikamu Subcounty,Nsawo HC III,aysfx6SGoJe,Nsawo HC III,,,,6680.0,1941.0,3870.0,24356.0,164187.0,1871.0,1172.0,2327.0,1011.0
2022,2022,2022,,MOH - Uganda,North Central,Luwero District,Katikamu Subcounty,Nsawo Rcc HC III,sDHVCkgwa38,Nsawo Rcc HC III,,,,531.0,479.0,403.0,113.0,6353.0,115.0,99.0,287.0,255.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Gombe Division,Nseresa Medical Clinic,QOYIkDUpwPv,Nseresa Medical Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Ankole,Isingiro District,Bugango Town Council,Nshororo HC II,iccy3CP6K6W,Nshororo HC II,,,,3788.0,1772.0,3385.0,22272.0,94282.0,3382.0,1808.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Kazo District,Nkungu Subcounty,Nshunga HC II,Rk73DzPBfJl,Nshunga HC II,,,,3759.0,3254.0,4896.0,40534.0,10902798.0,4850.0,2994.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Isingiro District,Kikagate Subcounty,Nshungyezi HC III,RFWwEWMyoSD,Nshungyezi HC III,,,2.0,19715.0,2492.0,12939.0,58550.0,1008144.0,12163.0,2258.0,752.0,209.0
2022,2022,2022,,MOH - Uganda,Ankole,Kiruhura District,Rushere Town Council,Nshwere HC III,Hil0AcAgjDy,Nshwere HC III,,,,8620.0,1852.0,5714.0,37200.0,727149.0,5377.0,2756.0,11.0,5.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Nabweru Division,Nsigalira Clinic HC II,PezHecuPiMg,Nsigalira Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Ankole,Buhweju District,Nsiika Town Council,Nsiika HC IV,oFMf9UXgoOr,Nsiika HC IV,,,,13066.0,191.0,1508.0,10258.0,6445.0,1508.0,191.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Namutumba District,Nsinze Subcounty,Nsinze HC IV,aOt4qHwBUAV,Nsinze HC IV,,,22.0,18923.0,8874.0,13132.0,39925.0,749493.0,6371.0,4089.0,6215.0,4568.0
2022,2022,2022,,MOH - Uganda,Tooro,Kabarole District,Kijura Town Council,Nsorro HC II,COvmH17foma,Nsorro HC II,,,,3469.0,1407.0,1591.0,8990.0,383662.0,1487.0,1224.0,84.0,73.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Kikuube District,Kyangwali Subcounty,Nsozi HC III,dGIRbXEYTuQ,Nsozi HC III,,,,3744.0,2547.0,2780.0,32925.0,343396.0,2192.0,1785.0,588.0,499.0
2022,2022,2022,,MOH - Uganda,Busoga,Jinja District,Buyengo Subcounty,Nsozibiri HC II,Nv89wZGYg25,Nsozibiri HC II,,,,338.0,60.0,196.0,800.0,10800.0,196.0,156.0,,
2022,2022,2022,,MOH - Uganda,South Central,Butambala District,Kalamba Subcounty,Nsozibirye HC II,J5ZGPIn0Opf,Nsozibirye HC II,,,,2855.0,1339.0,2427.0,52601.0,487212.0,2419.0,1484.0,8.0,1.0
2022,2022,2022,,MOH - Uganda,South Central,Kyotera District,Kalisizo Rural Subcounty,Nsumba HC II,w4k4Pk5YyLo,Nsumba HC II,,,,4506.0,2412.0,3518.0,12219.0,110454.0,3518.0,2412.0,,
2022,2022,2022,,MOH - Uganda,South Central,Mpigi District,Muduma Subcounty,Nswanjere HC III,VXTxQRCiH2C,Nswanjere HC III,,,,3522.0,838.0,2101.0,7511.0,95975.0,347.0,98.0,1663.0,639.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Ntaka Clinic HC II,WmKZm4FpON8,Ntaka Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Ntandi Town Council,Ntandi HC III,FtUWKxVeXby,Ntandi HC III,,,,10140.0,4391.0,7014.0,34486.0,1368546.0,6476.0,4243.0,74.0,48.0
2022,2022,2022,,MOH - Uganda,Tooro,Kitagwenda District,Kitagwenda Town Council,Ntara HC IV,w73evLideQA,Ntara HC IV,,,1.0,13933.0,4311.0,7738.0,62185.0,678044.0,5898.0,3370.0,1850.0,949.0
2022,2022,2022,,MOH - Uganda,Tooro,Kitagwenda District,Kitagwenda Town Council,Ntara Health Care Clinic,m4v0O9ZQkak,Ntara Health Care Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Bulesa Subcounty,Ntawawula HC II,bHzMYiEE7ng,Ntawawula HC II,,,,2052.0,1664.0,2158.0,59705.0,326988.0,2158.0,1463.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Luuka District,Ikumbya Subcounty,Ntayigirwa HC II,ZFZLxm9Sg8l,Ntayigirwa HC II,,,,3485.0,2462.0,3694.0,84735.0,405060.0,3674.0,2931.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kisoro District,Nyabwishenya Subcounty,Nteko HC III,z62IqCHW3MC,Nteko HC III,,,,4390.0,36.0,438.0,13561.0,112516.0,438.0,73.0,,
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Kayunga Town Council,Ntenjeru HC III,xKKIcgLVH9x,Ntenjeru HC III,,,,9886.0,3763.0,8725.0,60264.0,946152.0,6331.0,2747.0,2422.0,1016.0
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Kayunga Town Council,Ntenjeru Prison HC II,Vdv0Ft4RZpP,Ntenjeru Prison HC II,,,,2013.0,151.0,361.0,5722.0,271296.0,361.0,159.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Kamwenge District,Nkoma KatalyebaTown Council,Ntenungi HC II,JLLiG0uxMo2,Ntenungi HC II,,,,13840.0,5784.0,11476.0,24371.0,3327810.0,11006.0,5373.0,,
2022,2022,2022,,MOH - Uganda,South Central,Sembabule District,Lwebitakuli Subcounty,Ntete HC II,sbsaajvJPqH,Ntete HC II,,,,4374.0,1881.0,3513.0,34310.0,744180.0,3508.0,2020.0,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Bweyogerere Division,Ntimba Health Care Clinic HC II,brBVgobTXKb,Ntimba Health Care Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Nakawa Division,Ntinda Hospital,mdnEw4nTlUd,Ntinda Hospital,,,,800.0,175.0,339.0,478.0,5369.0,46.0,19.0,291.0,169.0
2022,2022,2022,,MOH - Uganda,Busoga,Mayuge District,Wairasa Subcounty,Ntinkalu HC II,PpdVthivLyS,Ntinkalu HC II,,,,2211.0,1113.0,1625.0,42276.0,123712.0,1625.0,1125.0,,
2022,2022,2022,,MOH - Uganda,South Central,Butambala District,Gombe Town Council,Ntolomwe HC II,oglrek2bw9A,Ntolomwe HC II,,,,4944.0,2156.0,3329.0,18650.0,2195792.0,3329.0,2124.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Kamwenge District,Bwizi Subcounty,Ntonwa HC II,H94XD2JNeOp,Ntonwa HC II,,,,5720.0,3989.0,4343.0,21181.0,1285328.0,3985.0,3131.0,,
2022,2022,2022,,MOH - Uganda,Bunyoro,Masindi District,Bwijanga Subcounty,Ntooma HC II,acVWpFNPBT4,Ntooma HC II,,,,1696.0,382.0,1199.0,13165.0,614819.0,1196.0,438.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Ntoroko District,Kanara Town Council,Ntoroko HC III,KPdYR8oFFSw,Ntoroko HC III,,,,7845.0,2784.0,4974.0,23485.0,520181.0,4125.0,2396.0,754.0,455.0
2022,2022,2022,,MOH - Uganda,Tooro,Ntoroko District,Karugutu Town Council,Ntoroko Medical Centre HC III,afwQY9JMGN4,Ntoroko Medical Centre HC III,,,,1136.0,434.0,890.0,5086.0,14778.0,879.0,422.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kanungu District,Butogota Town Council,Ntungamo HC II,xVcciOrRKKB,Ntungamo HC II,,,,6370.0,1673.0,3893.0,110778.0,236350.0,3741.0,1509.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Ntungamo District,Central Division (Ntungamo MC),Ntungamo HC IV,NImJbGuvUS6,Ntungamo HC IV,,,,13439.0,1078.0,7808.0,34842.0,289011.0,7603.0,1032.0,243.0,46.0
2022,2022,2022,,MOH - Uganda,Ankole,Ntungamo District,Eastern Division (Ntungamo MC),Ntungamo Municipal Medical Centre,tBJsV2sxt1k,Ntungamo Municipal Medical Centre,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Ankole,Ntungamo District,Nyabushenyi Subcounty,Ntungamo Nyabushenyi HC II,rSpQGF4E4vj,Ntungamo Nyabushenyi HC II,,,,1178.0,97.0,1300.0,30755.0,317391.0,1300.0,453.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Ntungamo District,Central Division (Ntungamo MC),Ntungamo Police HC II,Vr4JZWtsFr4,Ntungamo Police HC II,,,,581.0,91.0,191.0,44735.0,190813.0,191.0,39.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Ntungamo District,Western Division (Ntungamo MC),Ntungamo Prisons HC II,qjHlE1v9LP6,Ntungamo Prisons HC II,,,,4206.0,145.0,448.0,,,433.0,148.0,5.0,3.0
2022,2022,2022,,MOH - Uganda,Ankole,Isingiro District,Nyakitunda Subcounty,Ntungu HC II,ar4RR2FBfKU,Ntungu HC II,,,,4970.0,1042.0,3129.0,33750.0,208188.0,3080.0,1098.0,,
2022,2022,2022,,MOH - Uganda,South Central,Sembabule District,Ntuusi Subcounty,Ntuusi HC III,DWXYwCh0PuW,Ntuusi HC III,,,,2277.0,604.0,1767.0,26717.0,560880.0,280.0,143.0,1487.0,476.0
2022,2022,2022,,MOH - Uganda,South Central,Sembabule District,Ntuusi Subcounty,Ntuusi HC IV,WuDi4LmzEWV,Ntuusi HC IV,,,,9316.0,2626.0,5591.0,575.0,,825.0,311.0,4630.0,2224.0
2022,2022,2022,,MOH - Uganda,South Central,Sembabule District,Ntuusi Subcounty,Ntuusi Prison Clinic,Ow4rNuvz25Q,Ntuusi Prison Clinic,,,,36.0,1.0,2.0,345.0,32268.0,2.0,1.0,,
2022,2022,2022,,MOH - Uganda,North Central,Kyankwanzi District,Ntwetwe Town Council,Ntwetwe HC IV,QDSGcekPM4S,Ntwetwe HC IV,,,,9897.0,1684.0,4195.0,35929.0,799964.0,803.0,377.0,3373.0,1095.0
2022,2022,2022,,MOH - Uganda,North Central,Kyankwanzi District,Ntwetwe Town Council,Ntwetwe Prison HC II,mFTBDoN3n9t,Ntwetwe Prison HC II,,,,404.0,71.0,148.0,297.0,24658.0,148.0,64.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Bumbaire Subcounty,Numba HC II,D83eLvASVum,Numba HC II,,,,2366.0,173.0,635.0,89213.0,344728.0,635.0,161.0,,
2022,2022,2022,,MOH - Uganda,Acholi,Pader District,Pader Town Council,Numem Health Care Center Clinic,miIJ9LLUACg,Numem Health Care Center Clinic,,,1.0,5808.0,2159.0,3237.0,201.0,7595.0,447.0,351.0,2767.0,1504.0
2022,2022,2022,,MOH - Uganda,Acholi,Nwoya District,Anaka Town Council,NUMES Medical Centre,hA3RIyJEMci,NUMES Medical Centre,,,,1318.0,340.0,558.0,1399.0,7159.0,496.0,360.0,38.0,15.0
2022,2022,2022,,MOH - Uganda,Bukedi,Budaka District,Kamonkoli Subcounty,Numinnen HC II,aC5VbJSkeFd,Numinnen HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Kakiri Town Council,Nursha Clinic,SRwkShZ6Bfc,Nursha Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Nansana Division,Nurture Africa II Special Clinic,dQprl8P1Uae,Nurture Africa II Special Clinic,,,,8118.0,354.0,4467.0,138.0,524.0,1387.0,105.0,3074.0,259.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Mende Subcounty,Nusha Medical Centre HC III,q7F5ospusPo,Nusha Medical Centre HC III,,,,,,,,,,,,
