"location_name","parent","latitude","longitude","location_id","level","path_to_top_parent","authority","facility_level","operational_status","organisation_unit_levels","ownership"
"Tank79 HC II","Fi0oIAe06s4",NA,NA,"RoJa3Jeg1ia",5,"akV6429SUqu,BD3XaQ7cQAp,bJgx6UjvyoP,Fi0oIAe06s4,RoJa3Jeg1ia",NA,"HC II","Functional",NA,"PNFP"
"Taoky Medical Clinic HC II","BB2J33NR7Dx",0.33482,33.87392,"QwGfB2lBQHe",5,"akV6429SUqu,Wd1lV9Qdj4o,Ut0ysYGEipO,BB2J33NR7Dx,QwGfB2lBQHe","NGO","HC II","Functional","Health Facilities","PFP"
"Tapac HC III","q1TxlOLZPqV",2.46336,34.78586,"JhfRRK4kn7c",5,"akV6429SUqu,jdlbNUwJiKX,A9kRCvmn6Co,q1TxlOLZPqV,JhfRRK4kn7c","UCMB","HC III","Functional","Health Facilities","PNFP"
"Taqwa HC III","oyIJV2TSFLe",0.43566,32.54295,"Ipvxi1nV5X4",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,oyIJV2TSFLe,Ipvxi1nV5X4","UMMB","HC III","Non-Functional","Health Facilities","PNFP"
"Taqwa Health Care Clinic","WcTXblqtAB7",NA,NA,"N2w9VV8E4Yh",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,WcTXblqtAB7,N2w9VV8E4Yh",NA,"HC II","Functional",NA,"PFP"
"Tara HC III","OR4TRYV75lr",3.31278,31.03359,"uVzb26lWq53",5,"akV6429SUqu,BD3XaQ7cQAp,WyR8Eetj7Uw,OR4TRYV75lr,uVzb26lWq53","MOH","HC III","Functional","Health Facilities","GOV"
"TASO Entebbe Special Clinic","RTxq0C3ff1y",0.057028,32.478478,"tf5lSUl7OmO",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,RTxq0C3ff1y,tf5lSUl7OmO","TASO",NA,"Non-Functional","Health Facilities","PNFP"
"TASO Gulu  Special Clinic","LllQ7wFfkGG",2.77666,32.299212,"atGRMXTBJaA",5,"akV6429SUqu,SUvODYOcaVf,szlrGpmFlu9,LllQ7wFfkGG,atGRMXTBJaA","TASO",NA,"Functional","Health Facilities","PNFP"
"TASO Jinja Special Clinic","dIryCQvB5SO",0.43216,33.205215,"zK4jOLmfhz9",5,"akV6429SUqu,Wd1lV9Qdj4o,wRApaxY2zJf,dIryCQvB5SO,zK4jOLmfhz9","TASO",NA,"Functional","Health Facilities","PNFP"
"TASO Kanyanya Special Clinic","LYuMx5oPsR5",NA,NA,"vzIPsloRguW",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,vzIPsloRguW","TASO",NA,"Functional","Health Facilities","PNFP"
"TASO Masaka Special Clinic","asxJZ73r4QU",-0.33921,31.73638,"ZO1Hltpt3Ko",5,"akV6429SUqu,IEU0FjDAhBP,KJkbK1YhjFb,asxJZ73r4QU,ZO1Hltpt3Ko","TASO",NA,"Functional","Health Facilities","PNFP"
"TASO Masindi Special Clinic","NYb019QWhPQ",1.686675,31.714774,"GndRfUWcoQL",5,"akV6429SUqu,yx0ieyZNF0l,xr8EMirOASp,NYb019QWhPQ,GndRfUWcoQL","TASO",NA,"Functional","Health Facilities","PNFP"
"TASO Mbale Special Clinic","OltIU5j6TaY",1.07787,34.17511,"a929G14p47c",5,"akV6429SUqu,Dt6qdenPX1E,ALFFOStwtqW,OltIU5j6TaY,a929G14p47c","TASO",NA,"Functional","Health Facilities","PNFP"
"TASO Mbarara Special Clinic","k7Wgi7O0JdY",-0.618244,30.659802,"k4AuRrsUWCi",5,"akV6429SUqu,F1o6qBSx783,W7kX446X8Jn,k7Wgi7O0JdY,k4AuRrsUWCi","TASO",NA,"Functional","Health Facilities","PNFP"
"TASO Mulago Special Clinic","LYuMx5oPsR5",0.34298,32.57737,"QHyLvO7sL6p",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,QHyLvO7sL6p","TASO",NA,"Functional","Health Facilities","PNFP"
"TASO Rukungiri Special Clinic","S1nFWV7Ij1f",-0.78703,29.921697,"yNzhd0wG9MO",5,"akV6429SUqu,G0rlphd2tcD,tugqr4dY6wq,S1nFWV7Ij1f,yNzhd0wG9MO","TASO",NA,"Functional","Health Facilities","PNFP"
"TASO Soroti Special Clinic","xnqsEM3TxbR",1.716939,33.613078,"p0fJEq6m1ew",5,"akV6429SUqu,r0GhWtmPHDj,iRUvO30ij3h,xnqsEM3TxbR,p0fJEq6m1ew","TASO",NA,"Functional","Health Facilities","PNFP"
"TASO Tororo Special Clinic","NwjAOvrcNuU",0.69611,34.18607,"CQqWk34vLNB",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,NwjAOvrcNuU,CQqWk34vLNB","TASO",NA,"Functional","Health Facilities","PNFP"
"Tauba Clinic","aQbUr8vlhmm",NA,NA,"kbwt8gXCg2M",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,aQbUr8vlhmm,kbwt8gXCg2M","Private","HC II","Functional","Health Facilities","PFP"
"Tawhid Clinic","CDtQkwtnyAH",NA,NA,"iKSJjnOlem6",5,"akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,CDtQkwtnyAH,iKSJjnOlem6","Private","Clinic","Functional","Health Facilities","PFP"
"Tawhid Medical Centre (Kampala) HC II","zNdkt1W9dcu",NA,NA,"RXVOLjJUrH5",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,RXVOLjJUrH5","Private","HC II","Functional","Health Facilities","PFP"
"Tawhid Medical Centre (Rubaga) HC II","oweSpFBNbmi",NA,NA,"tZKvonnHN1M",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,tZKvonnHN1M","Private","HC II","Functional","Health Facilities","PFP"
"Te-Ato HC II","OKIyTJatyIr",2.81962,32.45452,"CQ5zCINpLm3",5,"akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW,OKIyTJatyIr,CQ5zCINpLm3","MOH","HC II","Functional","Health Facilities","GOV"
"Teboke HC II","zpNzDWK0dJq",2.200067,32.58798,"Gd14FqDADcG",5,"akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq,zpNzDWK0dJq,Gd14FqDADcG","UCMB","HC II","Functional","Health Facilities","PNFP"
"Teboke HC III","zpNzDWK0dJq",2.20244,32.58629,"hVamgpmtonX",5,"akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq,zpNzDWK0dJq,hVamgpmtonX","MOH","HC III","Functional","Health Facilities","GOV"
"Techwa HC II","OvshHVjn0lS",1.884,32.18315,"MlYDEvK0a7v",5,"akV6429SUqu,yx0ieyZNF0l,B0G9cqixld8,OvshHVjn0lS,MlYDEvK0a7v","MOH","HC II","Functional","Health Facilities","GOV"
"Teddy Medical Clinic HC II","FbuhMjEaMXt",NA,NA,"AvEvcRaQhsq",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,AvEvcRaQhsq","Private","HC II","Functional","Health Facilities","PFP"
"Tefrey Medical Clinic HC II","z9UtbSArut7",NA,NA,"a4XwnsiRLu1",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,z9UtbSArut7,a4XwnsiRLu1","Private","HC II","Non-Functional","Health Facilities","PFP"
"Tegeres HC III","QkW5yjF3k26",1.37927,34.39994,"OVHn5EkIqik",5,"akV6429SUqu,Dt6qdenPX1E,aginheWSLef,QkW5yjF3k26,OVHn5EkIqik","MOH","HC III","Functional","Health Facilities","GOV"
"Tegot HC II","doqbXRMc7VZ",2.60553,32.47067,"I2psFCABsSs",5,"akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J,doqbXRMc7VZ,I2psFCABsSs","MOH","HC II","Functional","Health Facilities","GOV"
"Teguzibirwa Dom Clinic","SGXPXHBPCyu",-0.15096,31.876,"OoIuPjmXDde",5,"akV6429SUqu,IEU0FjDAhBP,ahyi8Uq4vaj,SGXPXHBPCyu,OoIuPjmXDde","Private","Clinic","Functional","Health Facilities","PFP"
"Tekera HC II","qr9NGNGWnKe",NA,NA,"ukLsWKO5SNd",5,"akV6429SUqu,IEU0FjDAhBP,bIONCoCnt3Q,qr9NGNGWnKe,ukLsWKO5SNd","UCBHCA","HC II","Functional","Health Facilities","PNFP"
"Tekulu HC II","FjaBJw5pfW8",2.49067,32.42422,"H3WUcWzPtWb",5,"akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J,FjaBJw5pfW8,H3WUcWzPtWb","MOH","HC II","Functional","Health Facilities","GOV"
"Tend Drugshop","a5Rsb7b0H2V",NA,NA,"ECtdsQf0A0Z",5,"akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR,a5Rsb7b0H2V,ECtdsQf0A0Z","Private","Drug Shop","Functional",NA,"PFP"
"Tender Care Medical Centre","FbuhMjEaMXt",NA,NA,"RR4Ho1OV7BT",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,RR4Ho1OV7BT","Private","HC II","Non-Functional","Health Facilities","PFP"
"Tender Clinic HC II","FbuhMjEaMXt",NA,NA,"O0cCcRWSL5k",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,O0cCcRWSL5k","Private","HC II","Non-Functional","Health Facilities","PFP"
"Tender Hands Nursing Home HC II","SGXPXHBPCyu",-0.15822,31.86749,"xUMPzABgfLc",5,"akV6429SUqu,IEU0FjDAhBP,ahyi8Uq4vaj,SGXPXHBPCyu,xUMPzABgfLc","Private","HC II","Non-Functional","Health Facilities","PFP"
"Tendo Medical Centre HC II","FbuhMjEaMXt",NA,NA,"Bo5LIIdDLTj",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,Bo5LIIdDLTj","Private","HC II","Non-Functional","Health Facilities","PFP"
"Tendo Medical Services HC II","oweSpFBNbmi",NA,NA,"jemtukRQMRB",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,jemtukRQMRB","Private","HC II","Functional","Health Facilities","PFP"
"Teren-Boy HC III","wnc7108bfUe",1.37212,34.55055,"VN4lS8pgxP9",5,"akV6429SUqu,Dt6qdenPX1E,h1O9AvNR4jS,wnc7108bfUe,VN4lS8pgxP9","MOH","HC III","Functional","Health Facilities","GOV"
"Terrewode Community Women Hospital","pSymDhm3SBW",NA,NA,"X0Tt3z2mIe7",5,"akV6429SUqu,r0GhWtmPHDj,iRUvO30ij3h,pSymDhm3SBW,X0Tt3z2mIe7",NA,"Hospital","Functional",NA,"PNFP"
"Tertesa Medical Centre HC II","oweSpFBNbmi",NA,NA,"Bot2vwFehm0",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,Bot2vwFehm0","Private","HC II","Functional","Health Facilities","PFP"
"Terz Medical Clinic","WYXK0xBPYfx",NA,NA,"ghAOnWgEauV",5,"akV6429SUqu,QBPg7KKCeoA,kb7iUQISRlx,WYXK0xBPYfx,ghAOnWgEauV","Private","Clinic","Non-Functional","Health Facilities","PFP"
"Teso Health Care HC II","xnqsEM3TxbR",NA,NA,"QzsFbTwousa",5,"akV6429SUqu,r0GhWtmPHDj,iRUvO30ij3h,xnqsEM3TxbR,QzsFbTwousa","Private","HC II","Functional","Health Facilities","PFP"
"Teso Safe Motherhood HC III","c3RuJBL6y2x",NA,NA,"guuZmIbnlXl",5,"akV6429SUqu,r0GhWtmPHDj,iRUvO30ij3h,c3RuJBL6y2x,guuZmIbnlXl","CBO","HC III","Functional","Health Facilities","PNFP"
"The Clinic At the Mall HC II","kKEBeO1LL7S",NA,NA,"V3DWnyXBHSN",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,V3DWnyXBHSN","Private","HC II","Functional","Health Facilities","PFP"
"The Doctore Clinic HC II","oweSpFBNbmi",NA,NA,"VEGsSkr0kny",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,VEGsSkr0kny","Private","HC II","Functional","Health Facilities","PFP"
"The Family Clinic and Nursing Home Kitintale HC II","kKEBeO1LL7S",NA,NA,"Fl2gaCBXvK7",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,Fl2gaCBXvK7","Private","HC II","Functional","Health Facilities","PFP"
"The Family Clinic HC II","kKEBeO1LL7S",NA,NA,"r35Jy8OveNA",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,r35Jy8OveNA","Private","HC II","Functional","Health Facilities","PFP"
"The Galaxy 2012 HC II","LYuMx5oPsR5",NA,NA,"Q01nOgV8xyv",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,Q01nOgV8xyv","Private","HC II","Functional","Health Facilities","PFP"
"The Good Samaritan Clinic HC II","LYuMx5oPsR5",NA,NA,"PszcWnpkfa8",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,PszcWnpkfa8","Private","HC II","Functional","Health Facilities","PFP"
"The Great Big Project Medical Centre","mqxYq0fQIXf",NA,NA,"HK8glBK20eg",5,"akV6429SUqu,Dl9WvtvDs5V,a0DfYpC2Rwl,mqxYq0fQIXf,HK8glBK20eg","Private","HC II","Functional","Health Facilities","PFP"
"The Olive Medical Mission HC II","LYuMx5oPsR5",NA,NA,"N3iFChA40uw",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,N3iFChA40uw","Private","HC II","Functional","Health Facilities","PNFP"
"The Orthodontist Ltd","kKEBeO1LL7S",NA,NA,"pqve5S4BzOt",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,pqve5S4BzOt","Private","HC II","Functional","Health Facilities","PFP"
"The Othodontist HC II","zNdkt1W9dcu",NA,NA,"vyBZnWK8gj5",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,vyBZnWK8gj5","Private","HC II","Functional","Health Facilities","PFP"
"The Potters Clinic HC II","v4SsBMVYOWo",NA,NA,"ywL8fPxkbbT",5,"akV6429SUqu,JZhJ50nOirX,O9MoQcpZ4uA,v4SsBMVYOWo,ywL8fPxkbbT","Private","HC II","Functional","Health Facilities","PFP"
"The Practice Medical Clinic HC III","l0LizWT16CQ",NA,NA,"Y71rWbK8N1n",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,l0LizWT16CQ,Y71rWbK8N1n","Private","HC III","Functional","Health Facilities","PFP"
"The Royal Clinic HC II","oweSpFBNbmi",NA,NA,"hwBxzvgcTIb",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,hwBxzvgcTIb","Private","HC II","Functional","Health Facilities","PFP"
"The Skin Specialists Clinic HC II","zNdkt1W9dcu",NA,NA,"QUP3DmaEmL8",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,QUP3DmaEmL8","Private","HC II","Functional","Health Facilities","PFP"
"The Surgeon's Plaza HC II","zNdkt1W9dcu",NA,NA,"JlJEgbrfw9y",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,JlJEgbrfw9y","Private","HC II","Functional","Health Facilities","PFP"
"The Surgery HC III","kKEBeO1LL7S",NA,NA,"r7gaWycU27e",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,r7gaWycU27e","Private","HC III","Functional","Health Facilities","PFP"
"Ther-Uru HC III","tAM0excypCp",2.59579,30.90962,"mdd2qwn2jWm",5,"akV6429SUqu,BD3XaQ7cQAp,A4aGXEfdb8P,tAM0excypCp,mdd2qwn2jWm","MOH","HC III","Functional","Health Facilities","GOV"
"Thereza Ledochowska HC II","BXbTY29PWlG",-0.12927,31.83215,"vmZZzuiGPS1",5,"akV6429SUqu,IEU0FjDAhBP,ahyi8Uq4vaj,BXbTY29PWlG,vmZZzuiGPS1","CBO","HC II","Functional","Health Facilities","PNFP"
"Thornbury HC II","immOGNT21Gt",NA,NA,"LDXeMBpjAJq",5,"akV6429SUqu,Dt6qdenPX1E,yuo5ielNL7W,immOGNT21Gt,LDXeMBpjAJq","NGO","HC II","Functional","Health Facilities","PNFP"
"Thumbs Up Clinic HC II","FbuhMjEaMXt",NA,NA,"KSIA5YYx4h7",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,KSIA5YYx4h7","Private","HC II","Non-Functional","Health Facilities","PFP"
"Tick Medical Centre HC II","kKEBeO1LL7S",NA,NA,"CxHSlmbZ3B3",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,CxHSlmbZ3B3","Private","HC II","Functional","Health Facilities","PFP"
"Tigrim HC II","QkW5yjF3k26",1.34353,34.42014,"tsmtxxZNaws",5,"akV6429SUqu,Dt6qdenPX1E,aginheWSLef,QkW5yjF3k26,tsmtxxZNaws","MOH","HC II","Functional","Health Facilities","GOV"
"Tiira HC II","HlBP6Xv1pEx",0.52178,34.07469,"N3qJIvNpuQ3",5,"akV6429SUqu,QBPg7KKCeoA,lkuO79O6mRx,HlBP6Xv1pEx,N3qJIvNpuQ3","MOH","HC II","Functional","Health Facilities","GOV"
"Tikoling HC III","DTtuY2aAGcc",NA,NA,"keb3IXc29je",5,"akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J,DTtuY2aAGcc,keb3IXc29je","UCMB","HC III","Functional","Health Facilities","PNFP"
"Tim Dental Clinic HC II","zNdkt1W9dcu",NA,NA,"SK5MwfzVQ7f",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,SK5MwfzVQ7f","Private","HC II","Functional","Health Facilities","PFP"
"Timagi Medical Centre HC III","amLhY9BnViS",NA,NA,"DxF0mRh5Ax1",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,amLhY9BnViS,DxF0mRh5Ax1","UCBHCA","HC III","Functional","Health Facilities","PNFP"
"Timu HC II","mCATibfPDkS",NA,NA,"Wx22jVH8waG",5,"akV6429SUqu,jdlbNUwJiKX,eOJUW6OGpc7,mCATibfPDkS,Wx22jVH8waG","MOH","HC II","Functional","Health Facilities","GOV"
"Tina Medical Clinic HC II","FbuhMjEaMXt",NA,NA,"n8U1wKuZ2MH",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,n8U1wKuZ2MH","Private","HC II","Non-Functional","Health Facilities","PFP"
"Tinka Clinic HC II","LYuMx5oPsR5",NA,NA,"bE8cnWzNEeh",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,bE8cnWzNEeh","Private","HC II","Functional","Health Facilities","PFP"
"Tirinyi HC III","ugewbq4RtKN",1.00905,33.77484,"fskZDKnPGaA",5,"akV6429SUqu,QBPg7KKCeoA,Oyxwe3iDqpR,ugewbq4RtKN,fskZDKnPGaA","MOH","HC III","Functional","Health Facilities","GOV"
"Tiriri HC IV","BynI1aokvo2",1.90514,33.45841,"Wyvz7rsEBpd",5,"akV6429SUqu,r0GhWtmPHDj,srmGjHrpVE5,BynI1aokvo2,Wyvz7rsEBpd","MOH","HC IV","Functional","Health Facilities","GOV"
"Tito Clinic HC II","oweSpFBNbmi",NA,NA,"rIXYNnKS9yV",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,rIXYNnKS9yV","Private","HC II","Functional","Health Facilities","PFP"
"Tobiah Medical Centre","RQ4bTHOso6m",NA,NA,"Sg5yDPXP17q",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,RQ4bTHOso6m,Sg5yDPXP17q","Private",NA,"Functional","Health Facilities","PFP"
"Tobin Clinic HC II","OltIU5j6TaY",NA,NA,"oAPx6POCS1T",5,"akV6429SUqu,Dt6qdenPX1E,ALFFOStwtqW,OltIU5j6TaY,oAPx6POCS1T","Private","HC II","Functional","Health Facilities","PFP"
"Todays Dental Clinic HC II","LYuMx5oPsR5",NA,NA,"XppP0feoxJE",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,XppP0feoxJE","Private","HC II","Functional","Health Facilities","PFP"
"Todora HC II","DjqXZ26I2cN",2.48954,31.93317,"Fx43OzTkOmx",5,"akV6429SUqu,SUvODYOcaVf,zNgVoDVPYgD,DjqXZ26I2cN,Fx43OzTkOmx","MOH","HC II","Functional","Health Facilities","GOV"
"Tokora HC IV","nxmcI5yFfZT",1.84395,34.66517,"oLPpU9BQsKF",5,"akV6429SUqu,jdlbNUwJiKX,VuHCApXcMTm,nxmcI5yFfZT,oLPpU9BQsKF","MOH","HC IV","Functional","Health Facilities","GOV"
"Tombwe HC II","TQCB9RroT0I",NA,NA,"gAHM3KeZpCy",5,"akV6429SUqu,JZhJ50nOirX,g8M1cWRJZV6,TQCB9RroT0I,gAHM3KeZpCy","MOH","HC II","Functional","Health Facilities","GOV"
"Tongolo HC II","S6TrG4cNUIZ",0.39044,33.23584,"zhFVYJiWUOS",5,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa,S6TrG4cNUIZ,zhFVYJiWUOS","MOH","HC II","Functional","Health Facilities","GOV"
"Tonya HC III","sBXTbPz7S4Z",1.58628,31.09055,"UWPodERSmLS",5,"akV6429SUqu,yx0ieyZNF0l,PJFtfCyp6Rb,sBXTbPz7S4Z,UWPodERSmLS","MOH","HC III","Functional","Health Facilities","GOV"
"Top Care Clinic - Kazo HC II","LYuMx5oPsR5",NA,NA,"FrSaxtb8yPE",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,FrSaxtb8yPE","Private","HC II","Functional","Health Facilities","PFP"
"Top Care Lugazi Maternity Clinic","ak8dhyMummI",NA,NA,"saURJVbWEtz",5,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa,ak8dhyMummI,saURJVbWEtz","NGO","HC II","Functional","Health Facilities","PFP"
"Top Care Medical Clinic","CDtQkwtnyAH",NA,NA,"TALbsoHWeb5",5,"akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,CDtQkwtnyAH,TALbsoHWeb5","Private","Clinic","Functional","Health Facilities","PFP"
"Top Joy Clinic HC II","oweSpFBNbmi",NA,NA,"IiB6l95NPen",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,IiB6l95NPen","Private","HC II","Functional","Health Facilities","PFP"
"Toro Kahuna HC III","UFKxdFvoF43",0.81041,30.41521,"BsqCx1RBM4V",5,"akV6429SUqu,JZhJ50nOirX,m77oR1YJESj,UFKxdFvoF43,BsqCx1RBM4V","CBO","HC III","Functional","Health Facilities","PNFP"
"Toroma HC II","EJCiKQCS6WT",2.89074,33.46326,"IOuCAfFo6J4",5,"akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp,EJCiKQCS6WT,IOuCAfFo6J4","MOH","HC II","Functional","Health Facilities","GOV"
"Toroma HC IV","vJLeTItF2kD",1.75491,33.96714,"Vdrd1FtUOrc",5,"akV6429SUqu,r0GhWtmPHDj,cSrCFjPKqcG,vJLeTItF2kD,Vdrd1FtUOrc","MOH","HC IV","Functional","Health Facilities","GOV"
"Tororo Clinic Center","a9Gy7Imvd9F",NA,NA,"ibXXRTsBjNX",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,a9Gy7Imvd9F,ibXXRTsBjNX","Private","Clinic","Functional","Health Facilities","PFP"
"Tororo General Clinic","a9Gy7Imvd9F",NA,NA,"TT5OLqtl15M",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,a9Gy7Imvd9F,TT5OLqtl15M","Private","Clinic","Functional","Health Facilities","PFP"
"Tororo General Hospital","NwjAOvrcNuU",0.697967,34.187079,"RPJpuHyPqWP",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,NwjAOvrcNuU,RPJpuHyPqWP","MOH","Hospital","Functional","Health Facilities","GOV"
"Tororo Main Prisons HC III","QjFwopEl3i9",0.654,34.22065,"BiACo115FNv",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,QjFwopEl3i9,BiACo115FNv","UPS","HC II","Functional","Health Facilities","GOV"
"Tororo Police HC III","NwjAOvrcNuU",0.69148,34.19065,"dPHGsGPWCmY",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,NwjAOvrcNuU,dPHGsGPWCmY","UPF","HC III","Functional","Health Facilities","GOV"
"Tororo Women Prison HC II","QjFwopEl3i9",NA,NA,"Rzh65XAwmdB",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,QjFwopEl3i9,Rzh65XAwmdB","UPS","HC II","Functional",NA,"GOV"
"Total Care Clinic HC II","l0LizWT16CQ",NA,NA,"BGALIHXkx2W",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,l0LizWT16CQ,BGALIHXkx2W","Private","HC II","Functional","Health Facilities","PFP"
"Total Medical Centre HC II","kKEBeO1LL7S",NA,NA,"stQ3ogasObO",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,stQ3ogasObO","Private","HC II","Functional","Health Facilities","PFP"
"Touch Clinic - Namuwongo HC II","FbuhMjEaMXt",NA,NA,"F91loQ3NbZg",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,F91loQ3NbZg","CBO","HC II","Functional","Health Facilities","PNFP"
"Town Side HC III","kVC2XemQfB6",NA,NA,"PnvTBIeyvZ6",5,"akV6429SUqu,QBPg7KKCeoA,WiVj4bEhX4P,kVC2XemQfB6,PnvTBIeyvZ6","Private","HC III","Non-Functional","Health Facilities","PFP"
"Trans - Nile Medical Centre HC II","oweSpFBNbmi",NA,NA,"hXkuCOwBVV6",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,hXkuCOwBVV6","Private","HC II","Functional","Health Facilities","PFP"
"Treat Africa Integrated Ministries Arua","IfprxlrKiKL",NA,NA,"OdMFpJ4zPyQ",5,"akV6429SUqu,BD3XaQ7cQAp,iQTVPmAJPkr,IfprxlrKiKL,OdMFpJ4zPyQ","Private","Clinic","Non-Functional","Health Facilities","PFP"
"Triam Medical Centre HC II","h7rS7d8M2jI",NA,NA,"aYN6PpIj4bQ",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,h7rS7d8M2jI,aYN6PpIj4bQ","Private","HC II","Non-Functional","Health Facilities","PFP"
"Triangle Medical Clinic","Qplf7b6Ktzu",NA,NA,"k4SldyzKQF5",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Qplf7b6Ktzu,k4SldyzKQF5","Private","HC II","Functional","Health Facilities","PFP"
"Trinity Clinic","tecfO3gvavj",NA,NA,"z8nrjOzMV6e",5,"akV6429SUqu,Dl9WvtvDs5V,a0DfYpC2Rwl,tecfO3gvavj,z8nrjOzMV6e","Private","Clinic","Functional","Health Facilities","PFP"
"Trinity Clinic (Eastern) HC II","ys2eaRzu6MB",NA,NA,"BQrjoHOpLxT",5,"akV6429SUqu,r0GhWtmPHDj,iRUvO30ij3h,ys2eaRzu6MB,BQrjoHOpLxT","Private","HC II","Functional","Health Facilities","PFP"
